NCES School ID,State School ID,NCES District ID,State District ID,Low Grade*,High Grade*,School Name,District,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code*,Locale*,Charter,Magnet*,Title I School*,Title 1 School Wide*,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*
130300001259,GA-680-0199,1303000,GA-680,09,12,Jeff Davis High School,Jeff Davis County,Jeff Davis County,156 Collins St,Hazlehurst,GA,31539,,(912)375-6760,33,Town: Remote,No,No,Yes,Yes,867.00000,47.50000,18.3000000,470.00000,67.00000
130300001256,GA-680-0111,1303000,GA-680,06,08,Jeff Davis Middle School,Jeff Davis County,Jeff Davis County,93 Collins St,Hazlehurst,GA,31539,,(912)375-6730,41,Rural: Fringe,No,No,Yes,Yes,651.00000,43.00000,15.1000000,632.00000,0.00000
130300001258,GA-680-0105,1303000,GA-680,PK,02,Jeff Davis Primary School,Jeff Davis County,Jeff Davis County,71 Burketts Ferry Rd,Hazlehurst,GA,31539,,(912)375-6720,33,Town: Remote,No,No,Yes,Yes,872.00000,47.60000,18.3000000,846.00000,0.00000
130303003671,GA-779-0107,1303030,GA-779,03,05,Jefferson Academy,Jefferson City,Jackson County,99 Dragon Dr,Jefferson,GA,30549,,(706)367-2300,31,Town: Fringe,No,No,No,†,747.00000,45.80000,16.3000000,193.00000,48.00000
130306001291,GA-681-0196,1303060,GA-681,09,12,Jefferson County High School,Jefferson County,Jefferson County,1157 Warrior Trl,Louisville,GA,30434,,(478)625-9991,42,Rural: Distant,No,No,Yes,Yes,804.00000,52.50000,15.3000000,801.00000,0.00000
130303001261,GA-779-3050,1303030,GA-779,PK,02,Jefferson Elementary School,Jefferson City,Jackson County,415 Hoschton St,Jefferson,GA,30549,,(706)367-8242,31,Town: Fringe,No,No,No,†,818.00000,53.80000,15.2000000,208.00000,47.00000
130303001260,GA-779-0174,1303030,GA-779,09,12,Jefferson High School,Jefferson City,Jackson County,575 Washington St,Jefferson,GA,30549,,(706)367-2881,31,Town: Fringe,No,No,No,†,1003.00000,53.50000,18.7000000,180.00000,51.00000
130303002346,GA-779-0101,1303030,GA-779,06,08,Jefferson Middle School,Jefferson City,Jackson County,100 Dragon Dr,Jefferson,GA,30549,,(706)367-2882,31,Town: Fringe,No,No,No,†,821.00000,51.60000,15.9000000,195.00000,54.00000
130150000816,GA-638-0195,1301500,GA-638,PK,05,Jefferson Parkway Elementary School,Coweta County,Coweta County,154 Millard Farmer Ind Blvd,Newnan,GA,30263,,(770)254-2771,21,Suburb: Large,No,No,Yes,Yes,521.00000,39.00000,13.4000000,350.00000,45.00000
130522003707,GA-743-0107,1305220,GA-743,PK,05,Jeffersonville Elementary,Twiggs County,Twiggs County,675 Bullard Rd,Jeffersonville,GA,31044,,(478)945-3127,42,Rural: Distant,No,No,Yes,Yes,404.00000,29.30000,13.8000000,328.00000,73.00000
130309001271,GA-682-1050,1303090,GA-682,PK,05,Jenkins County Elementary School,Jenkins County,Jenkins County,220 Landrum Dr,Millen,GA,30442,,(478)982-5503,41,Rural: Fringe,No,No,Yes,Yes,646.00000,46.50000,13.9000000,643.00000,0.00000
130309001270,GA-682-0201,1303090,GA-682,09,12,Jenkins County High School,Jenkins County,Jenkins County,433 Barney Ave,Millen,GA,30442,,(478)982-4791,32,Town: Distant,No,No,Yes,Yes,340.00000,31.80000,10.7000000,337.00000,0.00000
130309002398,GA-682-0101,1303090,GA-682,06,08,Jenkins County Middle School,Jenkins County,Jenkins County,409 Barney Ave,Millen,GA,30442,,(478)982-1063,32,Town: Distant,No,No,Yes,Yes,249.00000,19.50000,12.8000000,246.00000,0.00000
130255004004,GA-667-1015,1302550,GA-667,PK,05,Jenkins Elementary School,Gwinnett County,Gwinnett County,12 Village Way,Lawrenceville,GA,30046,,(678)407-8900,21,Suburb: Large,No,No,Yes,Yes,1004.00000,62.80000,16.0000000,798.00000,85.00000
130102000388,GA-625-5060,1301020,GA-625,09,12,Jenkins High School,Chatham County,Chatham County,1800 E DeRenne Ave,Savannah,GA,31406,,(912)395-6300,12,City: Midsize,No,Yes,No,†,979.00000,73.70000,13.3000000,575.00000,90.00000
130438002512,GA-721-0301,1304380,GA-721,PK,05,Jenkins-White Elementary School,Richmond County,Richmond County,800 15th Ave,Augusta,GA,30901,,(706)737-7320,12,City: Midsize,No,No,Yes,Yes,443.00000,31.00000,14.3000000,429.00000,0.00000
130495001671,GA-789-5050,1304950,GA-789,PK,05,Jerger Elementary School,Thomasville City,Thomas County,1006 S Broad St,Thomasville,GA,31792,,(229)225-2625,32,Town: Distant,No,No,No,†,823.00000,48.80000,16.9000000,197.00000,42.00000
130555001798,GA-751-1050,1305550,GA-751,PK,05,Jesup Elementary School,Wayne County,Wayne County,1155 U.S. Hwy 301 South,Jesup,GA,31546,,(912)427-1033,41,Rural: Fringe,No,No,Yes,Yes,819.00000,53.00000,15.5000000,530.00000,76.00000
130171000620,GA-643-3052,1301710,GA-643,PK,04,John Johnson Elementary School,Decatur County,Decatur County,1947 S West St,Bainbridge,GA,39819,,(229)248-2215,41,Rural: Fringe,No,No,Yes,Yes,461.00000,27.60000,16.7000000,458.00000,0.00000
130174004260,GA-644-1102,1301740,GA-644,PK,05,John Robert Lewis Elementary School,DeKalb County,†,2383 N Druid Hills Rd NE,Atlanta,GA,30329,,(678)874-1502,†,N,No,†,†,†,†,†,†,†,†
130222003685,GA-658-0108,1302220,GA-658,PK,05,Johns Creek Elementary,Forsyth County,Forsyth County,6205 Old Atlanta Rd,Suwanee,GA,30024,,(678)965-5041,21,Suburb: Large,No,No,No,†,1002.00000,57.50000,17.4000000,25.00000,3.00000
130228003935,GA-660-0910,1302280,GA-660,09,12,Johns Creek High School,Fulton County,Fulton County,5575 State Bridge Rd,Johns Creek,GA,30022,,(470)254-2138,21,Suburb: Large,No,No,No,†,2076.00000,105.20000,19.7000000,122.00000,33.00000
130312001697,GA-683-0197,1303120,GA-683,PK,05,Johnson County Elementary School,Johnson County,Johnson County,2160 W Elm St,Wrightsville,GA,31096,,(478)864-3446,33,Town: Remote,No,No,Yes,Yes,559.00000,35.50000,15.7000000,504.00000,0.00000
130312000055,GA-683-0201,1303120,GA-683,09,12,Johnson County High School,Johnson County,Johnson County,150 Trojan Way,Wrightsville,GA,31096,,(478)864-2222,41,Rural: Fringe,No,No,Yes,Yes,335.00000,24.00000,14.0000000,302.00000,0.00000
130312002400,GA-683-0101,1303120,GA-683,06,08,Johnson County Middle School,Johnson County,Johnson County,150 Trojan Way,Wrightsville,GA,31096,,(478)864-2222,41,Rural: Fringe,No,No,Yes,Yes,269.00000,17.60000,15.3000000,243.00000,0.00000
130219000939,GA-657-0102,1302190,GA-657,PK,05,Johnson Elementary,Floyd County,Floyd County,1839 Morrison Camp Ground Rd,Rome,GA,30161,,(706)236-1830,41,Rural: Fringe,No,No,No,†,585.00000,36.00000,16.3000000,210.00000,23.00000
130387001448,GA-706-4062,1303870,GA-706,PK,05,Johnson Elementary School,Muscogee County,Muscogee County,3700 Woodlawn Ave,Columbus,GA,31904,,(706)748-2795,12,City: Midsize,No,No,Yes,Yes,353.00000,25.40000,13.9000000,350.00000,0.00000
130261001168,GA-669-4752,1302610,GA-669,09,12,Johnson High School,Hall County,Hall County,3305 Poplar Springs Rd,Gainesville,GA,30507,,(770)536-2394,41,Rural: Fringe,No,No,No,†,1471.00000,85.10000,17.3000000,842.00000,125.00000
130102000382,GA-625-0101,1301020,GA-625,09,12,Johnson High School,Chatham County,Chatham County,3012 Sunset Blvd,Savannah,GA,31404,,(912)395-6400,21,Suburb: Large,No,Yes,Yes,Yes,806.00000,64.90000,12.4000000,564.00000,61.00000
130438001534,GA-721-3556,1304380,GA-721,06,12,Johnson Magnet,Richmond County,Richmond County,1324 Laney Walker Blvd,Augusta,GA,30901,,(706)823-6933,12,City: Midsize,No,Yes,Yes,No,681.00000,39.00000,17.5000000,659.00000,0.00000
130111001878,GA-628-0182,1301110,GA-628,PK,05,Johnston Elementary School,Cherokee County,Cherokee County,2031 E Cherokee Dr,Woodstock,GA,30188,,(770)721-8461,21,Suburb: Large,No,No,No,†,627.00000,38.00000,16.5000000,200.00000,31.00000
130174000722,GA-644-3059,1301740,GA-644,PK,05,Jolly Elementary School,DeKalb County,DeKalb County,1070 Otello Ave,Clarkston,GA,30021,,(678)676-5802,21,Suburb: Large,No,No,Yes,Yes,898.00000,58.70000,15.3000000,876.00000,0.00000
130315001279,GA-684-0192,1303150,GA-684,09,12,Jones County High School,Jones County,Jones County,339 Railroad St,Gray,GA,31032,,(478)986-5444,41,Rural: Fringe,No,No,Yes,Yes,1594.00000,98.00000,16.3000000,638.00000,97.00000
130051000260,GA-763-2050,1300510,GA-763,PK,03,Jones Elementary School,Bremen City,Haralson County,504 Laurel Street,Bremen,GA,30110,,(770)537-4352,31,Town: Fringe,No,No,Yes,No,733.00000,47.30000,15.5000000,178.00000,30.00000
130171000619,GA-643-4052,1301710,GA-643,PK,04,Jones-Wheat Elementary School,Decatur County,Decatur County,1400 E Broughton St,Bainbridge,GA,39817,,(229)248-2218,32,Town: Distant,No,No,Yes,Yes,515.00000,28.40000,18.1000000,512.00000,0.00000
130123000473,GA-631-1056,1301230,GA-631,09,12,Jonesboro High School,Clayton County,Clayton County,7728 Mount Zion Blvd,Jonesboro,GA,30236,,(770)473-2855,21,Suburb: Large,No,No,Yes,Yes,1289.00000,65.80000,19.6000000,1283.00000,0.00000
130123000465,GA-631-0106,1301230,GA-631,06,08,Jonesboro Middle School,Clayton County,Clayton County,1308 Arnold St,Jonesboro,GA,30236,,(678)610-4331,21,Suburb: Large,No,No,Yes,Yes,883.00000,52.00000,17.0000000,879.00000,0.00000
130252001049,GA-726-0195,1302520,GA-726,PK,05,Jordan Hill Road Elementary School,Spalding County,Spalding County,75 Jordan Hill Rd,Griffin,GA,30223,,(770)229-3777,41,Rural: Fringe,No,No,Yes,Yes,487.00000,30.90000,15.8000000,361.00000,41.00000
130255004184,GA-667-1813,1302550,GA-667,06,08,Jordan Middle School,Gwinnett County,Gwinnett County,8 Village Way,Lawrenceville,GA,30046,,(770)822-6500,21,Suburb: Large,No,No,Yes,Yes,901.00000,55.50000,16.2000000,656.00000,101.00000
130387001430,GA-706-5062,1303870,GA-706,09,12,Jordan Vocational High School,Muscogee County,Muscogee County,3200 Howard Ave,Columbus,GA,31904,,(706)748-2819,12,City: Midsize,No,Yes,Yes,Yes,787.00000,51.30000,15.3000000,784.00000,0.00000
130330002046,GA-689-0189,1303300,GA-689,KG,05,Joseph Martin Elementary School,Liberty County,Liberty County,1000 Joseph Martin Rd,Hinesville,GA,31313,,(912)368-3114,13,City: Small,No,No,Yes,Yes,622.00000,41.20000,15.1000000,311.00000,45.00000
130438001533,GA-721-3756,1304380,GA-721,09,12,Josey High School,Richmond County,Richmond County,1701 15th St,Augusta,GA,30901,,(706)737-7360,12,City: Midsize,No,No,Yes,Yes,632.00000,41.50000,15.2000000,612.00000,0.00000
130117003905,GA-629-0112,1301170,GA-629,PK,05,Judia Jackson Harris Elementary,Clarke County,Clarke County,2300 Danielsville Rd,Athens,GA,30601,,(706)357-5203,12,City: Midsize,No,No,Yes,Yes,553.00000,47.00000,11.8000000,509.00000,0.00000
130063000287,GA-616-2050,1300630,GA-616,PK,05,Julia P. Bryant Elementary School,Bulloch County,Bulloch County,421 W Main St,Statesboro,GA,30458,,(912)212-8680,32,Town: Distant,No,No,Yes,Yes,816.00000,48.40000,16.9000000,414.00000,33.00000
130255000992,GA-667-0495,1302550,GA-667,PK,05,Kanoheda Elementary School,Gwinnett County,Gwinnett County,1025 Herrington Rd,Lawrenceville,GA,30044,,(770)682-4221,21,Suburb: Large,No,No,Yes,Yes,993.00000,77.00000,12.9000000,826.00000,87.00000
130372003839,GA-702-0111,1303720,GA-702,PK,05,Katherine B. Sutton Elementary School,Monroe County,Monroe County,1315 Ga Highway 83 N,Forsyth,GA,31029,,(478)994-9906,41,Rural: Fringe,No,No,Yes,Yes,548.00000,40.40000,13.6000000,302.00000,38.00000
130405002143,GA-711-0110,1304050,GA-711,PK,05,Kay Road Elementary,Peach County,Peach County,800 Kay Rd,Byron,GA,31008,,(478)825-8893,41,Rural: Fringe,No,No,Yes,Yes,534.00000,32.50000,16.4000000,467.00000,0.00000
130213001174,GA-656-0196,1302130,GA-656,PK,05,Kedron Elementary School,Fayette County,Fayette County,200 Kedron Dr,Peachtree City,GA,30269,,(770)486-2700,21,Suburb: Large,No,No,No,†,578.00000,38.10000,15.2000000,69.00000,32.00000
130129001972,GA-633-0187,1301290,GA-633,PK,05,Keheley Elementary School,Cobb County,Cobb County,1985 Kemp Rd,Marietta,GA,30066,,(678)494-7836,21,Suburb: Large,No,No,No,†,527.00000,41.00000,12.9000000,105.00000,19.00000
130129002526,GA-633-0103,1301290,GA-633,09,12,Kell High School,Cobb County,Cobb County,4770 Lee Waters Rd,Marietta,GA,30066,,(678)494-7844,21,Suburb: Large,No,No,No,†,1483.00000,83.00000,17.9000000,397.00000,85.00000
130174000703,GA-644-4059,1301740,GA-644,PK,05,Kelley Lake Elementary School,DeKalb County,DeKalb County,2590 Kelly Lake Rd,Decatur,GA,30032,,(678)874-4802,21,Suburb: Large,No,No,Yes,Yes,369.00000,27.50000,13.4000000,366.00000,0.00000
130222004084,GA-658-0313,1302220,GA-658,PK,05,Kelly Mill Elementary,Forsyth County,Forsyth County,1180 Chamblee Gap Rd,Cumming,GA,30040,,(770)887-2461,21,Suburb: Large,No,No,No,†,1285.00000,74.40000,17.3000000,69.00000,14.00000
130123001925,GA-631-0305,1301230,GA-631,03,05,Kemp Elem School,Clayton County,Clayton County,10990 Folsom Rd,Hampton,GA,30228,,(770)473-2870,21,Suburb: Large,No,No,Yes,Yes,673.00000,37.70000,17.9000000,670.00000,0.00000
130129002527,GA-633-0203,1301290,GA-633,PK,05,Kemp Elementary School,Cobb County,Cobb County,865 Corner Rd,Powder Springs,GA,30127,,(678)594-8158,21,Suburb: Large,No,No,No,†,998.00000,67.00000,14.9000000,121.00000,20.00000
130123003318,GA-631-0205,1301230,GA-631,PK,02,Kemp Primary,Clayton County,Clayton County,1090 McDonough Rd,Hampton,GA,30228,,(678)610-4300,21,Suburb: Large,No,No,Yes,Yes,682.00000,42.00000,16.2000000,679.00000,0.00000
130387001421,GA-706-1064,1303870,GA-706,09,12,Kendrick High School,Muscogee County,Muscogee County,6015 Georgetown Dr,Columbus,GA,31907,,(706)565-2960,12,City: Midsize,No,Yes,Yes,Yes,945.00000,55.10000,17.2000000,942.00000,0.00000
130123002057,GA-631-0197,1301230,GA-631,06,08,Kendrick Middle School,Clayton County,Clayton County,7971 Kendrick Road,Jonesboro,GA,30238,,(770)472-8400,21,Suburb: Large,No,No,Yes,Yes,731.00000,49.00000,14.9000000,727.00000,0.00000
130029002016,GA-607-0189,1300290,GA-607,PK,05,Kennedy Elementary School,Barrow County,Barrow County,200 Matthews School Rd,Winder,GA,30680,,(770)867-3182,41,Rural: Fringe,No,No,Yes,Yes,844.00000,61.00000,13.8000000,503.00000,71.00000
130252003449,GA-726-0107,1302520,GA-726,06,08,Kennedy Road Middle School,Spalding County,Spalding County,280 Kennedy Rd,Griffin,GA,30223,,(770)229-3760,21,Suburb: Large,No,No,Yes,Yes,466.00000,27.40000,17.0000000,358.00000,35.00000
130129002842,GA-633-0304,1301290,GA-633,KG,05,Kennesaw Charter School,Cobb County,Cobb County,3010 Cobb Pkwy NW,Kennesaw,GA,30152,,(678)290-9628,21,Suburb: Large,Yes,No,No,†,854.00000,51.50000,16.6000000,184.00000,57.00000
130129000552,GA-633-0404,1301290,GA-633,PK,02,Kennesaw Elementary School,Cobb County,Cobb County,3155 Jiles Rd NW,Kennesaw,GA,30144,,(678)594-8172,21,Suburb: Large,No,No,No,†,643.00000,48.00000,13.4000000,244.00000,37.00000
130129002365,GA-633-0101,1301290,GA-633,09,12,Kennesaw Mountain High School,Cobb County,Cobb County,1898 Kennesaw Due West Rd NW,Kennesaw,GA,30152,,(678)594-8190,21,Suburb: Large,No,Yes,No,†,2170.00000,127.20000,17.1000000,530.00000,108.00000
130387001402,GA-706-2064,1303870,GA-706,KG,05,Key Elementary School,Muscogee County,Muscogee County,2520 Broadmoor Dr,Columbus,GA,31903,,(706)683-8797,12,City: Midsize,No,No,Yes,Yes,341.00000,22.30000,15.3000000,338.00000,0.00000
130084003483,GA-622-0112,1300840,GA-622,07,12,KidsPeace,Carroll County,Carroll County,101 Kidspeace Dr,Bowdon,GA,30108,,(770)437-7200,42,Rural: Distant,No,No,Yes,Yes,56.00000,7.00000,8.0000000,53.00000,0.00000
130165002536,GA-642-0103,1301650,GA-642,PK,05,Kilough Elementary School,Dawson County,Dawson County,1063 Kilough Church Rd,Dawsonville,GA,30534,,(706)216-8595,21,Suburb: Large,No,No,Yes,Yes,367.00000,25.50000,14.4000000,154.00000,32.00000
130123000464,GA-631-0173,1301230,GA-631,KG,05,Kilpatrick Elementary School,Clayton County,Clayton County,7534 Tara Rd,Jonesboro,GA,30236,,(770)473-2790,21,Suburb: Large,No,No,Yes,Yes,720.00000,40.00000,18.0000000,716.00000,0.00000
130012000038,GA-761-1064,1300120,GA-761,PK,05,Kimberly Elementary School,Atlanta Public Schools,Fulton County,3090 McMurray Dr SW,Atlanta,GA,30311,,(404)802-7600,11,City: Large,No,No,Yes,Yes,430.00000,33.10000,13.0000000,427.00000,0.00000
130129000509,GA-633-0273,1301290,GA-633,PK,05,Kincaid Elementary School,Cobb County,Cobb County,1410 Kincaid Rd,Marietta,GA,30066,,(770)578-7238,21,Suburb: Large,No,No,No,†,705.00000,51.50000,13.7000000,117.00000,18.00000
130327001731,GA-688-0197,1303270,GA-688,PK,02,Kinchafoonee Primary School,Lee County,Lee County,295 Leslie Hwy,Leesburg,GA,31763,,(229)903-2200,41,Rural: Fringe,No,No,No,†,952.00000,57.50000,16.6000000,363.00000,55.00000
130012004012,GA-761-0123,1300120,GA-761,KG,08,Kindezi,Atlanta Public Schools,Fulton County,1890 Detroit Ave NW,Atlanta,GA,30314,,(404)671-4920,11,City: Large,Yes,No,Yes,Yes,662.00000,103.00000,6.4000000,528.00000,0.00000
130012000025,GA-761-0373,1300120,GA-761,06,08,King Middle School,Atlanta Public Schools,Fulton County,545 Hill St SE,Atlanta,GA,30312,,(404)802-5400,11,City: Large,No,No,Yes,Yes,635.00000,40.80000,15.6000000,632.00000,0.00000
130129000523,GA-633-2062,1301290,GA-633,PK,05,King Springs Elementary School,Cobb County,Cobb County,1041 Reed Rd SE,Smyrna,GA,30082,,(678)842-6944,21,Suburb: Large,No,No,No,†,892.00000,56.20000,15.9000000,236.00000,39.00000
130288001233,GA-676-3550,1302880,GA-676,PK,05,Kings Chapel Elementary School,Houston County,Houston County,460 Arena Rd,Perry,GA,31069,,(478)988-6273,41,Rural: Fringe,No,No,No,†,504.00000,33.90000,14.9000000,174.00000,49.00000
130078000237,GA-620-0193,1300780,GA-620,PK,05,Kingsland Elementary School,Camden County,Camden County,900 W King Ave,Kingsland,GA,31548,,(912)729-5246,41,Rural: Fringe,No,No,Yes,Yes,374.00000,25.00000,15.0000000,202.00000,31.00000
130174000684,GA-644-5059,1301740,GA-644,PK,05,Kingsley Elementary School,DeKalb County,DeKalb County,2051 Brendon Dr,Dunwoody,GA,30338,,(678)874-8902,21,Suburb: Large,No,No,No,†,525.00000,41.20000,12.7000000,266.00000,8.00000
130033000189,GA-608-0296,1300330,GA-608,PK,05,Kingston Elementary School,Bartow County,Bartow County,240 Hardin Bridge Rd,Kingston,GA,30145,,(770)606-5850,41,Rural: Fringe,No,No,Yes,Yes,482.00000,40.30000,12.0000000,345.00000,47.00000
130012004059,GA-761-0212,1300120,GA-761,09,12,KIPP Atlanta Collegiate,Atlanta Public Schools,Fulton County,98 Anderson Ave NW,Atlanta,GA,30314,,(404)326-4858,11,City: Large,Yes,No,Yes,Yes,638.00000,45.40000,14.1000000,635.00000,0.00000
130228002885,GA-660-0204,1302280,GA-660,05,08,KIPP South Fulton Academy School,Fulton County,Fulton County,1286 Washington Ave,Atlanta,GA,30344,,(678)278-0160,21,Suburb: Large,Yes,No,Yes,Yes,339.00000,28.60000,11.9000000,207.00000,30.00000
130012003823,GA-761-0115,1300120,GA-761,05,08,Kipp Strive Academy,Atlanta Public Schools,Fulton County,1444 Lucile Ave SW,Atlanta,GA,30310,,(404)753-1530,11,City: Large,Yes,No,Yes,Yes,336.00000,18.00000,18.7000000,208.00000,39.00000
130012004091,GA-761-0213,1300120,GA-761,KG,04,KIPP Strive Primary,Atlanta Public Schools,Fulton County,1448 Lucile Ave SW,Atlanta,GA,30310,,(404)924-6310,11,City: Large,Yes,No,Yes,Yes,433.00000,28.00000,15.5000000,430.00000,0.00000
130012003992,GA-761-0122,1300120,GA-761,05,08,KIPP VISION,Atlanta Public Schools,Fulton County,660 McWilliams Rd SE,Atlanta,GA,30315,,(404)537-5252,11,City: Large,Yes,No,Yes,Yes,344.00000,22.00000,15.6000000,341.00000,0.00000
130012004124,GA-761-0214,1300120,GA-761,KG,03,KIPP Vision Primary,Atlanta Public Schools,Fulton County,660 McWilliams Rd SE,Atlanta,GA,30315,,(404)537-5252,11,City: Large,Yes,No,Yes,Yes,310.00000,34.00000,9.1000000,307.00000,0.00000
130012004155,GA-761-0215,1300120,GA-761,KG,02,Kipp WAYS Primary School,Atlanta Public Schools,Fulton County,350 Temple St NW,Atlanta,GA,30314,,(404)924-6310,11,City: Large,Yes,No,Yes,Yes,203.00000,18.00000,11.3000000,200.00000,0.00000
130012003031,GA-761-0605,1300120,GA-761,05,08,KIPP West Atlanta Young Scholars Academy,Atlanta Public Schools,Fulton County,350 Temple St NW,Atlanta,GA,30314,,(404)475-1941,11,City: Large,Yes,No,Yes,Yes,326.00000,23.00000,14.2000000,323.00000,0.00000
130174001999,GA-644-0288,1301740,GA-644,04,06,Kittredge Magnet School,DeKalb County,DeKalb County,1663 E Nancy Creek Dr NE,Brookhaven,GA,30319,,(678)874-6602,21,Suburb: Large,No,Yes,No,†,481.00000,32.50000,14.8000000,33.00000,4.00000
130255001112,GA-667-0275,1302550,GA-667,PK,05,Knight Elementary School,Gwinnett County,Gwinnett County,401 N River Dr SW,Lilburn,GA,30047,,(770)921-2400,21,Suburb: Large,No,No,Yes,Yes,797.00000,50.00000,15.9000000,456.00000,78.00000
130354002219,GA-696-0197,1303540,GA-696,PK,05,L. K. Moss Elementary School,Marion County,Marion County,1707 Pineville Rd,Buena Vista,GA,31803,,(229)649-5567,42,Rural: Distant,No,No,Yes,Yes,743.00000,43.60000,17.0000000,629.00000,0.00000
130129000571,GA-633-3062,1301290,GA-633,PK,05,LaBelle Elementary School,Cobb County,Cobb County,230 Cresson Dr SW,Marietta,GA,30060,,(678)842-6955,21,Suburb: Large,No,No,Yes,Yes,535.00000,53.00000,10.1000000,457.00000,40.00000
130537002286,GA-746-0198,1305370,GA-746,09,12,LaFayette High School,Walker County,Walker County,5178 Round Pond Rd,La Fayette,GA,30728,,(706)638-2342,41,Rural: Fringe,No,No,No,†,1227.00000,77.80000,15.8000000,610.00000,165.00000
130537001741,GA-746-0180,1305370,GA-746,06,08,LaFayette Middle School,Walker County,Walker County,419 Roadrunner Blvd,La Fayette,GA,30728,,(706)638-6440,31,Town: Fringe,No,No,Yes,Yes,628.00000,52.90000,11.9000000,359.00000,85.00000
130000100608,GA-741-1052,1300001,GA-741,09,12,LaGrange High School,Troup County,Troup County,516 N Greenwood St,Lagrange,GA,30240,,(706)883-1590,32,Town: Distant,No,No,No,†,1309.00000,73.00000,17.9000000,595.00000,65.00000
130123000488,GA-631-4056,1301230,GA-631,PK,05,Lake City Elementary School,Clayton County,Clayton County,5354 Phillips Dr,Lake City,GA,30260,,(404)362-3855,21,Suburb: Large,No,No,Yes,Yes,553.00000,35.00000,15.8000000,550.00000,0.00000
130228003816,GA-660-0909,1302280,GA-660,PK,05,Lake Forest Elementary,Fulton County,Fulton County,5920 Sandy Springs Cir,Atlanta,GA,30328,,(470)254-8740,12,City: Midsize,No,No,Yes,Yes,974.00000,79.30000,12.3000000,971.00000,0.00000
130438002340,GA-721-0300,1304380,GA-721,PK,05,Lake Forest Hills Elementary School,Richmond County,Richmond County,3140 Lake Forest Dr,Augusta,GA,30909,,(706)737-7317,12,City: Midsize,No,No,Yes,Yes,671.00000,43.00000,15.6000000,649.00000,0.00000
130288003618,GA-676-0208,1302880,GA-676,03,05,Lake Joy Elementary School,Houston County,Houston County,985 Lake Joy Rd,Warner Robins,GA,31088,,(478)971-2712,13,City: Small,No,No,No,†,617.00000,35.00000,17.6000000,151.00000,31.00000
130288002920,GA-676-0103,1302880,GA-676,PK,02,Lake Joy Primary School,Houston County,Houston County,995 Lake Joy Rd,Warner Robins,GA,31088,,(478)953-0465,13,City: Small,No,No,No,†,646.00000,42.00000,15.4000000,150.00000,48.00000
130249003570,GA-666-0109,1302490,GA-666,PK,11,LAKE OCONEE CHARTER,Greene County,Greene County,PMB 150,Greensboro,GA,30642,,(706)454-1562,42,Rural: Distant,Yes,No,No,†,740.00000,52.00000,14.2000000,729.00000,0.00000
130339001311,GA-692-4050,1303390,GA-692,PK,05,Lake Park Elementary School,Lowndes County,Lowndes County,604 W Marion Ave,Lake Park,GA,31636,,(229)559-5153,31,Town: Fringe,No,No,Yes,Yes,695.00000,44.10000,15.8000000,416.00000,41.00000
130183000843,GA-647-4054,1301830,GA-647,PK,05,Lake Park Elementary School,Dougherty County,Dougherty County,605 Meadowlark Dr,Albany,GA,31707,,(229)431-3370,13,City: Small,No,No,No,†,548.00000,29.00000,18.9000000,545.00000,0.00000
130123000812,GA-631-0295,1301230,GA-631,PK,05,Lake Ridge Elementary School,Clayton County,Clayton County,7900 Lake Ridge Cir,Riverdale,GA,30296,,(770)907-5170,21,Suburb: Large,No,No,Yes,Yes,658.00000,40.50000,16.2000000,655.00000,0.00000
130228002078,GA-660-0190,1302280,GA-660,PK,05,Lake Windward Elementary School,Fulton County,Fulton County,11770 E Fox Ct,Alpharetta,GA,30005,,(470)254-7050,13,City: Small,No,No,No,†,719.00000,53.80000,13.4000000,31.00000,9.00000
130042003676,GA-611-0407,1300420,GA-611,03,12,LakeBridge Behavioral Health System,Bibb County,Bibb County,3500 Riverside Dr,Macon,GA,31210,,(478)477-3289,12,City: Midsize,No,No,Yes,Yes,29.00000,4.00000,7.3000000,26.00000,0.00000
130141002025,GA-636-0189,1301410,GA-636,09,12,Lakeside High School,Columbia County,Columbia County,533 Blue Ridge Dr,Evans,GA,30809,,(706)863-0027,21,Suburb: Large,No,No,No,†,1681.00000,91.40000,18.4000000,345.00000,81.00000
130174000721,GA-644-3060,1301740,GA-644,09,12,Lakeside High School,DeKalb County,DeKalb County,3801 Briarcliff Rd NE,Atlanta,GA,30345,,(678)874-6702,21,Suburb: Large,No,No,No,†,2133.00000,114.70000,18.6000000,799.00000,78.00000
130141002073,GA-636-0290,1301410,GA-636,06,08,Lakeside Middle School,Columbia County,Columbia County,527 Blue Ridge Dr,Evans,GA,30809,,(706)855-6900,21,Suburb: Large,No,No,Yes,Yes,624.00000,43.30000,14.4000000,270.00000,53.00000
130222003858,GA-658-0216,1302220,GA-658,06,08,Lakeside Middle School,Forsyth County,Forsyth County,2565 Echols Rd,Cumming,GA,30041,,(678)455-7311,21,Suburb: Large,No,No,No,†,1211.00000,67.50000,17.9000000,89.00000,20.00000
130093000348,GA-623-2552,1300930,GA-623,06,08,Lakeview Middle School,Catoosa County,Catoosa County,416 Cross St,Rossville,GA,30741,,(706)866-1040,21,Suburb: Large,No,No,Yes,Yes,747.00000,50.00000,14.9000000,448.00000,77.00000
